Datetime,Close,High,Low,Open
2007-09-17,2.0,2.0,2.0,2.0
2007-09-18,2.099833416646828,2.099833416646828,2.099833416646828,2.099833416646828
2007-09-19,2.1986693307950613,2.1986693307950613,2.1986693307950613,2.1986693307950613
2007-09-20,2.2955202066613394,2.2955202066613394,2.2955202066613394,2.2955202066613394
2007-09-21,2.3894183423086504,2.3894183423086504,2.3894183423086504,2.3894183423086504
2007-09-24,2.479425538604203,2.479425538604203,2.479425538604203,2.479425538604203
2007-09-25,2.5646424733950353,2.5646424733950353,2.5646424733950353,2.5646424733950353
2007-09-26,2.644217687237691,2.644217687237691,2.644217687237691,2.644217687237691
2007-09-27,2.7173560908995227,2.7173560908995227,2.7173560908995227,2.7173560908995227
2007-09-28,2.7833269096274833,2.7833269096274833,2.7833269096274833,2.7833269096274833
2007-10-01,2.8414709848078967,2.8414709848078967,2.8414709848078967,2.8414709848078967
2007-10-03,2.8912073600614354,2.8912073600614354,2.8912073600614354,2.8912073600614354
2007-10-04,2.9320390859672263,2.9320390859672263,2.9320390859672263,2.9320390859672263
2007-10-05,2.963558185417193,2.963558185417193,2.963558185417193,2.963558185417193
2007-10-08,2.98544972998846,2.98544972998846,2.98544972998846,2.98544972998846
2007-10-09,2.9974949866040546,2.9974949866040546,2.9974949866040546,2.9974949866040546
2007-10-10,2.999573603041505,2.999573603041505,2.999573603041505,2.999573603041505
2007-10-11,2.991664810452469,2.991664810452469,2.991664810452469,2.991664810452469
2007-10-12,2.973847630878195,2.973847630878195,2.973847630878195,2.973847630878195
2007-10-15,2.9463000876874146,2.9463000876874146,2.9463000876874146,2.9463000876874146
2007-10-16,2.909297426825682,2.909297426825682,2.909297426825682,2.909297426825682
2007-10-17,2.863209366648874,2.863209366648874,2.863209366648874,2.863209366648874
2007-10-18,2.80849640381959,2.80849640381959,2.80849640381959,2.80849640381959
2007-10-19,2.7457052121767203,2.7457052121767203,2.7457052121767203,2.7457052121767203
2007-10-22,2.675463180551151,2.675463180551151,2.675463180551151,2.675463180551151
2007-10-23,2.5984721441039564,2.5984721441039564,2.5984721441039564,2.5984721441039564
2007-10-24,2.5155013718214643,2.5155013718214643,2.5155013718214643,2.5155013718214643
2007-10-25,2.42737988023383,2.42737988023383,2.42737988023383,2.42737988023383
2007-10-26,2.334988150155905,2.334988150155905,2.334988150155905,2.334988150155905
2007-10-29,2.2392493292139823,2.2392493292139823,2.2392493292139823,2.2392493292139823
2007-10-30,2.1411200080598674,2.1411200080598674,2.1411200080598674,2.1411200080598674
2007-10-31,2.0415806624332906,2.0415806624332906,2.0415806624332906,2.0415806624332906
2007-11-01,1.9416258565724198,1.9416258565724198,1.9416258565724198,1.9416258565724198
2007-11-02,1.8422543058567518,1.8422543058567518,1.8422543058567518,1.8422543058567518
2007-11-05,1.7444588979731688,1.7444588979731688,1.7444588979731688,1.7444588979731688
2007-11-06,1.64921677231038,1.64921677231038,1.64921677231038,1.64921677231038
2007-11-07,1.5574795567051476,1.5574795567051476,1.5574795567051476,1.5574795567051476
2007-11-08,1.4701638590915067,1.4701638590915067,1.4701638590915067,1.4701638590915067
2007-11-12,1.3881421090572812,1.3881421090572812,1.3881421090572812,1.3881421090572812
2007-11-13,1.3122338408160261,1.3122338408160261,1.3122338408160261,1.3122338408160261
2007-11-14,1.2431975046920718,1.2431975046920718,1.2431975046920718,1.2431975046920718
2007-11-15,1.1817228889355897,1.1817228889355897,1.1817228889355897,1.1817228889355897
2007-11-16,1.1284242275864118,1.1284242275864118,1.1284242275864118,1.1284242275864118
2007-11-19,1.0838340632505452,1.0838340632505452,1.0838340632505452,1.0838340632505452
2007-11-20,1.0483979261104839,1.0483979261104839,1.0483979261104839,1.0483979261104839
2007-11-21,1.022469882334903,1.022469882334903,1.022469882334903,1.022469882334903
2007-11-22,1.0063089963665357,1.0063089963665357,1.0063089963665357,1.0063089963665357
2007-11-23,1.0000767424358992,1.0000767424358992,1.0000767424358992,1.0000767424358992
2007-11-26,1.0038353911641593,1.0038353911641593,1.0038353911641593,1.0038353911641593
2007-11-27,1.0175473873756675,1.0175473873756675,1.0175473873756675,1.0175473873756675
2007-11-28,1.0410757253368614,1.0410757253368614,1.0410757253368614,1.0410757253368614
2007-11-29,1.0741853176722675,1.0741853176722675,1.0741853176722675,1.0741853176722675
2007-11-30,1.1165453442798468,1.1165453442798468,1.1165453442798468,1.1165453442798468
2007-12-03,1.1677325577760986,1.1677325577760986,1.1677325577760986,1.1677325577760986
2007-12-04,1.2272355124440129,1.2272355124440129,1.2272355124440129,1.2272355124440129
2007-12-05,1.294459674429608,1.294459674429608,1.294459674429608,1.294459674429608
2007-12-06,1.3687333621276783,1.3687333621276783,1.3687333621276783,1.3687333621276783
2007-12-07,1.4493144574023624,1.4493144574023624,1.4493144574023624,1.4493144574023624
2007-12-10,1.5353978205862426,1.5353978205862426,1.5353978205862426,1.5353978205862426
2007-12-11,1.626123335169764,1.626123335169764,1.626123335169764,1.626123335169764
2007-12-12,1.7205845018010741,1.7205845018010741,1.7205845018010741,1.7205845018010741
2007-12-13,1.8178374957279042,1.8178374957279042,1.8178374957279042,1.8178374957279042
2007-12-14,1.9169105971825036,1.9169105971825036,1.9169105971825036,1.9169105971825036
2007-12-17,2.0168139004843497,2.0168139004843497,2.0168139004843497,2.0168139004843497
2007-12-18,2.1165492048504935,2.1165492048504935,2.1165492048504935,2.1165492048504935
2007-12-19,2.2151199880878156,2.2151199880878156,2.2151199880878156,2.2151199880878156
2007-12-20,2.3115413635133777,2.3115413635133777,2.3115413635133777,2.3115413635133777
2007-12-24,2.4048499206165985,2.4048499206165985,2.4048499206165985,2.4048499206165985
2007-12-26,2.494113351138608,2.494113351138608,2.494113351138608,2.494113351138608
2007-12-27,2.5784397643882,2.5784397643882,2.5784397643882,2.5784397643882
2007-12-28,2.656986598718789,2.656986598718789,2.656986598718789,2.656986598718789
2007-12-31,2.728969040125876,2.728969040125876,2.728969040125876,2.728969040125876
2008-01-01,2.793667863849153,2.793667863849153,2.793667863849153,2.793667863849153
2008-01-02,2.8504366206285643,2.8504366206285643,2.8504366206285643,2.8504366206285643
2008-01-03,2.898708095811627,2.898708095811627,2.898708095811627,2.898708095811627
2008-01-04,2.937999976774739,2.937999976774739,2.937999976774739,2.937999976774739
2008-01-07,2.967919672031486,2.967919672031486,2.967919672031486,2.967919672031486
2008-01-08,2.9881682338770004,2.9881682338770004,2.9881682338770004,2.9881682338770004
2008-01-09,2.998543345374605,2.998543345374605,2.998543345374605,2.998543345374605
2008-01-10,2.998941341839772,2.998941341839772,2.998941341839772,2.998941341839772
2008-01-11,2.989358246623382,2.989358246623382,2.989358246623382,2.989358246623382
2008-01-14,2.9698898108450864,2.9698898108450864,2.9698898108450864,2.9698898108450864
2008-01-15,2.9407305566797732,2.9407305566797732,2.9407305566797732,2.9407305566797732
2008-01-16,2.9021718337562934,2.9021718337562934,2.9021718337562934,2.9021718337562934
2008-01-17,2.8545989080882803,2.8545989080882803,2.8545989080882803,2.8545989080882803
2008-01-18,2.7984871126234903,2.7984871126234903,2.7984871126234903,2.7984871126234903
2008-01-21,2.7343970978741132,2.7343970978741132,2.7343970978741132,2.7343970978741132
2008-01-22,2.6629692300821834,2.6629692300821834,2.6629692300821834,2.6629692300821834
2008-01-23,2.5849171928917616,2.5849171928917616,2.5849171928917616,2.5849171928917616
2008-01-24,2.5010208564578846,2.5010208564578846,2.5010208564578846,2.5010208564578846
2008-01-25,2.4121184852417565,2.4121184852417565,2.4121184852417565,2.4121184852417565
2008-01-28,2.319098362349352,2.319098362349352,2.319098362349352,2.319098362349352
2008-01-29,2.222889914100248,2.222889914100248,2.222889914100248,2.222889914100248
2008-01-30,2.1244544235070615,2.1244544235070615,2.1244544235070615,2.1244544235070615
2008-01-31,2.024775425453358,2.024775425453358,2.024775425453358,2.024775425453358
2008-02-01,1.9248488795381906,1.9248488795381906,1.9248488795381906,1.9248488795381906
2008-02-04,1.8256732187770204,1.8256732187770204,1.8256732187770204,1.8256732187770204
2008-02-05,1.7282393735890575,1.7282393735890575,1.7282393735890575,1.7282393735890575
2008-02-06,1.6335208707480717,1.6335208707480717,1.6335208707480717,1.6335208707480717
2008-02-07,1.5424641062246787,1.5424641062246787,1.5424641062246787,1.5424641062246787
2008-02-08,1.4559788891106302,1.4559788891106302,1.4559788891106302,1.4559788891106302
2008-02-11,1.374929351107118,1.374929351107118,1.374929351107118,1.374929351107118
2008-02-12,1.3001253124064576,1.3001253124064576,1.3001253124064576,1.3001253124064576
2008-02-13,1.2323141902364174,1.2323141902364174,1.2323141902364174,1.2323141902364174
2008-02-14,1.1721735309143462,1.1721735309143462,1.1721735309143462,1.1721735309143462
2008-02-15,1.12030424002833,1.12030424002833,1.12030424002833,1.12030424002833
2008-02-18,1.0772245783871934,1.0772245783871934,1.0772245783871934,1.0772245783871934
2008-02-19,1.0433649837298122,1.0433649837298122,1.0433649837298122,1.0433649837298122
2008-02-20,1.0190637699335086,1.0190637699335086,1.0190637699335086,1.0190637699335086
2008-02-21,1.0045637466936226,1.0045637466936226,1.0045637466936226,1.0045637466936226
2008-02-22,1.0000097934492964,1.0000097934492964,1.0000097934492964,1.0000097934492964
2008-02-25,1.0054474117960108,1.0054474117960108,1.0054474117960108,1.0054474117960108
2008-02-26,1.0208222708486825,1.0208222708486825,1.0208222708486825,1.0208222708486825
2008-02-27,1.045980750097911,1.045980750097911,1.045980750097911,1.045980750097911
2008-02-28,1.0806714743353243,1.0806714743353243,1.0806714743353243,1.0806714743353243
2008-02-29,1.1245478253115715,1.1245478253115715,1.1245478253115715,1.1245478253115715
2008-03-03,1.1771714050312911,1.1771714050312911,1.1771714050312911,1.1771714050312911
2008-03-04,1.2380164160809666,1.2380164160809666,1.2380164160809666,1.2380164160809666
2008-03-05,1.3064749152228776,1.3064749152228776,1.3064749152228776,1.3064749152228776
2008-03-07,1.3818628877629666,1.3818628877629666,1.3818628877629666,1.3818628877629666
2008-03-10,1.4634270819995652,1.4634270819995652,1.4634270819995652,1.4634270819995652
2008-03-11,1.5503525354653984,1.5503525354653984,1.5503525354653984,1.5503525354653984
2008-03-12,1.6417707177631713,1.6417707177631713,1.6417707177631713,1.6417707177631713
2008-03-13,1.7367682086341991,1.7367682086341991,1.7367682086341991,1.7367682086341991
2008-03-14,1.8343958245516907,1.8343958245516907,1.8343958245516907,1.8343958245516907
2008-03-17,1.9336781026487992,1.9336781026487992,1.9336781026487992,1.9336781026487992
2008-03-18,2.0336230472211367,2.0336230472211367,2.0336230472211367,2.0336230472211367
2008-03-19,2.133232041419942,2.133232041419942,2.133232041419942,2.133232041419942
2008-03-24,2.231509825101539,2.231509825101539,2.231509825101539,2.231509825101539
2008-03-25,2.327474439137693,2.327474439137693,2.327474439137693,2.327474439137693
2008-03-26,2.420167036826641,2.420167036826641,2.420167036826641,2.420167036826641
2008-03-27,2.5086614643723735,2.5086614643723735,2.5086614643723735,2.5086614643723735
2008-03-28,2.592073514707223,2.592073514707223,2.592073514707223,2.592073514707223
2008-03-31,2.6695697621966024,2.6695697621966024,2.6695697621966024,2.6695697621966024
2008-04-01,2.740375889952449,2.740375889952449,2.740375889952449,2.740375889952449
2008-04-02,2.803784426551621,2.803784426551621,2.803784426551621,2.803784426551621
2008-04-03,2.859161814856496,2.859161814856496,2.859161814856496,2.859161814856496
2008-04-04,2.9059547423084617,2.9059547423084617,2.9059547423084617,2.9059547423084617
2008-04-07,2.9436956694441045,2.9436956694441045,2.9436956694441045,2.9436956694441045
2008-04-08,2.972007501394976,2.972007501394976,2.972007501394976,2.972007501394976
